date,canton,cases,fatalities,icu,released,ventilated
2020-06-02,BL,843,35,0,802,0
2020-06-02,BS,978,50,NA,923,NA
2020-06-02,FR,1161,84,3,150,NA
2020-06-02,GE,NA,NA,NA,NA,NA
2020-06-02,GL,128,12,NA,NA,NA
2020-06-02,GR,NA,NA,NA,NA,NA
2020-06-02,JU,205,7,0,NA,NA
2020-06-02,LU,735,20,NA,NA,NA
2020-06-02,NE,NA,NA,NA,NA,NA
2020-06-02,NW,124,3,0,NA,NA
2020-06-02,OW,82,0,NA,NA,NA
2020-06-02,SG,NA,NA,NA,NA,NA
2020-06-02,SH,78,6,1,NA,NA
2020-06-02,SO,443,17,NA,NA,NA
2020-06-02,SZ,307,23,NA,284,NA
2020-06-02,TG,383,18,0,NA,NA
2020-06-02,TI,3315,348,1,897,1
2020-06-02,UR,93,7,NA,86,NA
2020-06-02,VD,NA,NA,NA,NA,NA
2020-06-02,VS,1946,151,4,NA,4
2020-06-02,ZG,202,9,0,185,NA
2020-06-02,ZH,3622,130,NA,NA,0
2020-06-03,AG,NA,NA,NA,NA,NA
2020-06-03,AI,NA,NA,NA,NA,NA
2020-06-03,AR,NA,NA,NA,NA,NA
2020-06-03,BE,NA,NA,NA,NA,NA
2020-06-03,BL,NA,NA,NA,NA,NA
2020-06-03,BS,NA,NA,NA,NA,NA
2020-06-03,FR,NA,NA,NA,NA,NA
2020-06-03,GE,NA,NA,NA,NA,NA
2020-06-03,GL,NA,NA,NA,NA,NA
2020-06-03,GR,NA,NA,NA,NA,NA
2020-06-03,JU,NA,NA,NA,NA,NA
2020-06-03,LU,NA,NA,NA,NA,NA
2020-06-03,NE,NA,NA,NA,NA,NA
2020-06-03,NW,NA,NA,NA,NA,NA
2020-06-03,OW,NA,NA,NA,NA,NA
2020-06-03,SG,NA,NA,NA,NA,NA
2020-06-03,SH,NA,NA,NA,NA,NA
2020-06-03,SO,NA,NA,NA,NA,NA
2020-06-03,SZ,NA,NA,NA,NA,NA
2020-06-03,TG,NA,NA,NA,NA,NA
2020-06-03,TI,NA,NA,NA,NA,NA
2020-06-03,UR,NA,NA,NA,NA,NA
2020-06-03,VD,NA,NA,NA,NA,NA
2020-06-03,VS,NA,NA,NA,NA,NA
2020-06-03,ZG,NA,NA,NA,NA,NA
2020-06-03,ZH,NA,NA,NA,NA,NA
